round,client_id,domain_idx,rsum_i,n_fold_i2t_r1,n_fold_t2i_r1,i2t_r1,t2i_r1,n_fold_i2t_r5,n_fold_t2i_r5,i2t_r5,t2i_r5
4,13,2,76.82809957205714,13.617021276595745,27.021276595744677,13.101983002832862,23.087818696883854,15.46099290780142,69.7872340425532,15.509915014164307,62.60623229461756
4,13,3,70.30268814009231,11.267605633802816,23.943661971830988,10.618846694796062,24.47257383966245,34.225352112676056,63.732394366197184,23.417721518987342,64.20534458509142
4,13,4,44.84107676969093,11.8,13.4,9.272183449651047,10.36889332003988,37.5,49.0,45.16450648055832,41.5752741774676
4,14,0,53.29302643280549,10.534979423868313,18.271604938271604,10.106820049301561,14.37962202136401,39.17695473251028,57.11934156378601,39.44124897288414,43.960558751027115
4,14,1,65.41232280544632,10.711297071129707,22.426778242677823,9.949832775919733,22.32441471571906,33.30543933054393,58.91213389121339,11.872909698996656,54.34782608695652
4,14,2,76.82809957205714,13.617021276595745,27.021276595744677,13.101983002832862,23.087818696883854,15.46099290780142,69.7872340425532,15.509915014164307,62.60623229461756
4,14,3,70.30268814009231,11.267605633802816,23.943661971830988,10.618846694796062,24.47257383966245,34.225352112676056,63.732394366197184,23.417721518987342,64.20534458509142
4,14,4,44.84107676969093,11.8,13.4,9.272183449651047,10.36889332003988,37.5,49.0,45.16450648055832,41.5752741774676
5,10,0,55.75986284833176,10.45267489711934,19.4238683127572,10.18898931799507,15.694330320460148,40.00000000000001,58.51851851851852,40.016433853738704,46.425636811832376
5,10,1,66.41601712822379,11.380753138075313,22.17573221757322,9.949832775919733,22.909698996655518,34.979079497907954,57.99163179916318,13.377926421404682,54.93311036789298
5,10,2,79.38078878106604,13.546099290780143,29.290780141843975,13.031161473087819,23.51274787535411,15.177304964539008,69.43262411347517,15.01416430594901,63.10198300283286
5,10,3,68.1924882629108,10.915492957746478,23.943661971830984,10.40787623066104,22.925457102672294,35.49295774647887,66.12676056338027,24.331926863572434,65.11954992967651
5,10,4,46.13748753738784,11.5,13.8,9.272183449651047,11.56530408773679,37.5,49.9,46.66001994017946,40.67796610169491
5,11,0,55.75986284833176,10.45267489711934,19.4238683127572,10.18898931799507,15.694330320460148,40.00000000000001,58.51851851851852,40.016433853738704,46.425636811832376
5,11,1,66.41601712822379,11.380753138075313,22.17573221757322,9.949832775919733,22.909698996655518,34.979079497907954,57.99163179916318,13.377926421404682,54.93311036789298
5,11,2,79.38078878106604,13.546099290780143,29.290780141843975,13.031161473087819,23.51274787535411,15.177304964539008,69.43262411347517,15.01416430594901,63.10198300283286
5,11,3,68.1924882629108,10.915492957746478,23.943661971830984,10.40787623066104,22.925457102672294,35.49295774647887,66.12676056338027,24.331926863572434,65.11954992967651
5,11,4,46.13748753738784,11.5,13.8,9.272183449651047,11.56530408773679,37.5,49.9,46.66001994017946,40.67796610169491
5,12,0,55.75986284833176,10.45267489711934,19.4238683127572,10.18898931799507,15.694330320460148,40.00000000000001,58.51851851851852,40.016433853738704,46.425636811832376
5,12,1,66.41601712822379,11.380753138075313,22.17573221757322,9.949832775919733,22.909698996655518,34.979079497907954,57.99163179916318,13.377926421404682,54.93311036789298
5,12,2,79.38078878106604,13.546099290780143,29.290780141843975,13.031161473087819,23.51274787535411,15.177304964539008,69.43262411347517,15.01416430594901,63.10198300283286
5,12,3,68.1924882629108,10.915492957746478,23.943661971830984,10.40787623066104,22.925457102672294,35.49295774647887,66.12676056338027,24.331926863572434,65.11954992967651
5,12,4,46.13748753738784,11.5,13.8,9.272183449651047,11.56530408773679,37.5,49.9,46.66001994017946,40.67796610169491
5,13,0,55.75986284833176,10.45267489711934,19.4238683127572,10.18898931799507,15.694330320460148,40.00000000000001,58.51851851851852,40.016433853738704,46.425636811832376
5,13,1,66.41601712822379,11.380753138075313,22.17573221757322,9.949832775919733,22.909698996655518,34.979079497907954,57.99163179916318,13.377926421404682,54.93311036789298
5,13,2,79.38078878106604,13.546099290780143,29.290780141843975,13.031161473087819,23.51274787535411,15.177304964539008,69.43262411347517,15.01416430594901,63.10198300283286
5,13,3,68.1924882629108,10.915492957746478,23.943661971830984,10.40787623066104,22.925457102672294,35.49295774647887,66.12676056338027,24.331926863572434,65.11954992967651
5,13,4,46.13748753738784,11.5,13.8,9.272183449651047,11.56530408773679,37.5,49.9,46.66001994017946,40.67796610169491
5,14,0,55.75986284833176,10.45267489711934,19.4238683127572,10.18898931799507,15.694330320460148,40.00000000000001,58.51851851851852,40.016433853738704,46.425636811832376
5,14,1,66.41601712822379,11.380753138075313,22.17573221757322,9.949832775919733,22.909698996655518,34.979079497907954,57.99163179916318,13.377926421404682,54.93311036789298
5,14,2,79.38078878106604,13.546099290780143,29.290780141843975,13.031161473087819,23.51274787535411,15.177304964539008,69.43262411347517,15.01416430594901,63.10198300283286
5,14,3,68.1924882629108,10.915492957746478,23.943661971830984,10.40787623066104,22.925457102672294,35.49295774647887,66.12676056338027,24.331926863572434,65.11954992967651
5,14,4,46.13748753738784,11.5,13.8,9.272183449651047,11.56530408773679,37.5,49.9,46.66001994017946,40.67796610169491
6,10,0,58.391037801245055,10.37037037037037,20.5761316872428,10.106820049301561,17.33771569433032,40.82304526748972,60.32921810699588,41.166803615447826,49.63023829087921
6,10,1,69.25931627041322,10.711297071129707,23.430962343096233,9.949832775919733,25.16722408026756,39.24686192468619,60.0,16.387959866220736,58.11036789297659
6,10,2,80.51413416912784,13.475177304964541,29.50354609929078,13.031161473087819,24.504249291784703,14.964539007092199,67.37588652482269,14.376770538243626,66.64305949008498
6,10,3,67.70180860125592,11.126760563380282,24.859154929577464,8.438818565400844,23.277074542897328,36.971830985915496,65.14084507042254,22.71448663853727,66.24472573839662
6,10,4,47.73599202392821,11.7,14.7,9.272183449651047,12.063808574277168,37.7,49.4,45.86241276171486,41.1764705882353
6,11,0,58.391037801245055,10.37037037037037,20.5761316872428,10.106820049301561,17.33771569433032,40.82304526748972,60.32921810699588,41.166803615447826,49.63023829087921
6,11,1,69.25931627041322,10.711297071129707,23.430962343096233,9.949832775919733,25.16722408026756,39.24686192468619,60.0,16.387959866220736,58.11036789297659
6,11,2,80.51413416912784,13.475177304964541,29.50354609929078,13.031161473087819,24.504249291784703,14.964539007092199,67.37588652482269,14.376770538243626,66.64305949008498
6,11,3,67.70180860125592,11.126760563380282,24.859154929577464,8.438818565400844,23.277074542897328,36.971830985915496,65.14084507042254,22.71448663853727,66.24472573839662
6,11,4,47.73599202392821,11.7,14.7,9.272183449651047,12.063808574277168,37.7,49.4,45.86241276171486,41.1764705882353
6,12,0,58.391037801245055,10.37037037037037,20.5761316872428,10.106820049301561,17.33771569433032,40.82304526748972,60.32921810699588,41.166803615447826,49.63023829087921
6,12,1,69.25931627041322,10.711297071129707,23.430962343096233,9.949832775919733,25.16722408026756,39.24686192468619,60.0,16.387959866220736,58.11036789297659
6,12,2,80.51413416912784,13.475177304964541,29.50354609929078,13.031161473087819,24.504249291784703,14.964539007092199,67.37588652482269,14.376770538243626,66.64305949008498
6,12,3,67.70180860125592,11.126760563380282,24.859154929577464,8.438818565400844,23.277074542897328,36.971830985915496,65.14084507042254,22.71448663853727,66.24472573839662
6,12,4,47.73599202392821,11.7,14.7,9.272183449651047,12.063808574277168,37.7,49.4,45.86241276171486,41.1764705882353
6,13,0,58.391037801245055,10.37037037037037,20.5761316872428,10.106820049301561,17.33771569433032,40.82304526748972,60.32921810699588,41.166803615447826,49.63023829087921
6,13,1,69.25931627041322,10.711297071129707,23.430962343096233,9.949832775919733,25.16722408026756,39.24686192468619,60.0,16.387959866220736,58.11036789297659
6,13,2,80.51413416912784,13.475177304964541,29.50354609929078,13.031161473087819,24.504249291784703,14.964539007092199,67.37588652482269,14.376770538243626,66.64305949008498
6,13,3,67.70180860125592,11.126760563380282,24.859154929577464,8.438818565400844,23.277074542897328,36.971830985915496,65.14084507042254,22.71448663853727,66.24472573839662
6,13,4,47.73599202392821,11.7,14.7,9.272183449651047,12.063808574277168,37.7,49.4,45.86241276171486,41.1764705882353
6,14,0,58.391037801245055,10.37037037037037,20.5761316872428,10.106820049301561,17.33771569433032,40.82304526748972,60.32921810699588,41.166803615447826,49.63023829087921
6,14,1,69.25931627041322,10.711297071129707,23.430962343096233,9.949832775919733,25.16722408026756,39.24686192468619,60.0,16.387959866220736,58.11036789297659
6,14,2,80.51413416912784,13.475177304964541,29.50354609929078,13.031161473087819,24.504249291784703,14.964539007092199,67.37588652482269,14.376770538243626,66.64305949008498
6,14,3,67.70180860125592,11.126760563380282,24.859154929577464,8.438818565400844,23.277074542897328,36.971830985915496,65.14084507042254,22.71448663853727,66.24472573839662
6,14,4,47.73599202392821,11.7,14.7,9.272183449651047,12.063808574277168,37.7,49.4,45.86241276171486,41.1764705882353
7,10,0,60.03496420733708,10.617283950617285,20.65843621399177,10.024650780608052,18.73459326211997,41.56378600823045,60.74074074074074,41.33114215283484,52.75267050123254
7,10,1,72.10345503141573,10.292887029288703,25.439330543933053,9.949832775919733,26.421404682274247,41.50627615062761,61.33891213389121,28.010033444816052,60.53511705685619
7,10,2,86.82046491069455,13.617021276595745,31.631205673758863,13.031161473087819,28.541076487252123,14.964539007092199,68.72340425531915,14.44759206798867,68.90934844192634
7,10,3,65.1685782769755,10.070422535211268,24.788732394366196,6.891701828410689,23.417721518987342,39.78873239436619,65.56338028169014,22.855133614627285,64.69760900140648
7,10,4,47.437786640079764,11.4,15.3,9.272183449651047,11.465603190428714,37.2,50.3,42.671984047856434,44.267198404785645
7,11,0,60.03496420733708,10.617283950617285,20.65843621399177,10.024650780608052,18.73459326211997,41.56378600823045,60.74074074074074,41.33114215283484,52.75267050123254
7,11,1,72.10345503141573,10.292887029288703,25.439330543933053,9.949832775919733,26.421404682274247,41.50627615062761,61.33891213389121,28.010033444816052,60.53511705685619
